# Title: Online Malicious URL Splunk Lookup
# Updated: 2024-09-10T00:48:44Z
# Expires: 1 day (update frequency)
# Homepage: https://gitlab.com/malware-filter/urlhaus-filter
# License: https://gitlab.com/malware-filter/urlhaus-filter#license
# Source: https://urlhaus.abuse.ch/api/
"host","path","message","updated"
"github.com","/pbhhdf/12/raw/main/keepvid-pro_full2578.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/reporgu/fakado/raw/main/transaction_file_9812009_end_ids_yesbr5_pdf.rar","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/riseme-origami/g/raw/main/build6_unencrypted.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/riseme-origami/g/raw/main/client-built.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/riseme-origami/g/raw/main/eszop.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/riseme-origami/g/raw/main/first.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/riseme-origami/g/raw/main/wefhrf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/riseme-origami/g/raw/main/windows.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/salatikochen/salatapps/archive/refs/heads/main.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/setthreadexecutionstate/modifieddiscordclient/raw/main/yar.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/sobaka212/n/releases/download/rr/ce0b953269c74bc.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/sobaka212/n/releases/download/rr/dcratbuild.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/ssslllap1/asdasd/raw/main/crypted.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/superdev-1018/casino_game/archive/refs/heads/main.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/tedburke/commandcam/archive/refs/heads/master.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/coronavirus.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/cryptowall.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/hive%20ransomware.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/infinitycrypt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/jigsaw.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/nomoreransom.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/petya.a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/ransomware/wannacry.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/000.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/destover.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/freeyoutubedownloader.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/memz.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/meredrop.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/noescape.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/redlinestealer.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trasherwithadollarsign/trashers-malware-repo/raw/main/trojan/trojan.malpack.themida%20(anti%20vm).exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/trevsglass/morna/raw/main/ref_ba0929399122_pdf.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/ustaxes/ustaxes/files/15378217/all.2023.tax.documents.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/ustaxes/ustaxes/files/15421286/2022and2023taxdocuments.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/vespeno/bat/raw/2f57b754ddcf2a193920aac868f1a78166361f3d/stub.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"github.com","/xmrig/xmrig/releases/download/v6.10.0/xmrig-6.10.0-linux-static-x64.tar.gz","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/delta_","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/twizt/2","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/twizt/3","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"help.tsrv1.ws","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"hiroshima.accesscam.org","/arm","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"hiroshima.accesscam.org","/arm5","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"hiroshima.accesscam.org","/arm7","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"hiroshima.accesscam.org","/mips","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"hiroshima.accesscam.org","/mpsl","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"hiroshima.accesscam.org","/wget.sh","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia601606.us.archive.org","/10/items/deathnote_202407/deathnote.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia800400.us.archive.org","/8/items/new_image_20240619_1432/new_image.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia803104.us.archive.org","/27/items/vbs_20240726_20240726/__ia_thumb.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia803104.us.archive.org","/27/items/vbs_20240726_20240726/vbs.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia803104.us.archive.org","/27/items/vbs_20240726_20240726/vbs_thumb.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia803402.us.archive.org","/17/items/new_image_20240625_2128/new_image.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia803405.us.archive.org","/16/items/new_image_202406/new_image.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ia903207.us.archive.org","/22/items/new_image_20240628_1859/new_image.jpg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ipfs.io","/ipfs/bafybeihztxwimpjrjtlr3djk5sxcxnyiubceso2zkoijuplsccegiceqya/ngown.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ipfs.io","/ipfs/qmu99juvu4mweyuw7e6kkw8mheocjzoem5nueb87fdfpeh","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"ldcdn.ldmnq.com","/download/ru/downloader.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/delta_","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/twizt/2","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/twizt/3","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"mail.tsrv1.ws","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/delta_","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/twizt/2","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/twizt/3","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"nstools.tsrv1.ws","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=4e6f63f4c3c86180%21112&authkey=!aji85fsyq6pgubw","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=59261c7e41b6478a%21212&authkey=!agx6xu7a8tjfwjs","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=59261c7e41b6478a%21215&authkey=!ailxsvzlzbop3io","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=7eb674a88ccf381d%21552&authkey=!ah8ykhc8fseogq0","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=7eb674a88ccf381d%21553&authkey=!am3kf8wmh98xn0y","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=7eb674a88ccf381d%21554&authkey=!al2jzv2j-kuxnxi","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=8950d94f9949f870%213505&authkey=!afhuotcjydvf6pg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=8e46c1968a0bd204%21125&authkey=!agfr46opw6byh2g","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=b24528e77689f9ac%21162&authkey=!apfh4vxvdjek1qc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=be74a2a80f46402f%21108&authkey=!apakrcjm7r_t5aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"onedrive.live.com","/download?resid=fdb0512de793b32e%21192&authkey=!aabmannkbvjdxgc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"pastebin.ai","/raw/kyhzi3xskc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"pastebin.com","/raw/jpwrwwfd","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"pastebin.com","/raw/vegwddik","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/11","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/11.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/111","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/222","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/33","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/a.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/aa","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/aaa.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/b","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/bb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/bbb","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/c","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/c6","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/cc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/ccc","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/m.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/newtpp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/npp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/nxmr.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/o.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/pei.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/peinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/pi.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/pp.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/r.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/s.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/t.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/t1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/t2.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/tdrpload.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/tpeinf.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/tt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"privacy.aefiabeuodbauobfafoebbf.net","/twztl.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"public.adobecc.com","/files/1cbzrekgr3qfqlniab3cpysqnzafff?content_disposition=attachment;filename=%22upload_20240311-130634.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/20matrix77/dsfuwqu/main/zombie","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/ahmed45sh/apple-replica-starter-files/master/apple-replica/zintask.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/ahmed45sh/flutter-movie/master/crypted_c360a5b7.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/brunovale03/adegaads/main/offeredbuilt.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/deannwas/policah/main/file_cbs_app_details_no-0923871691_xlsx.zip","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/frexoff/efefwefwwf/main/cock.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/fuzzbunch/fuzzbunch/master/payloads/doublepulsar-1.3.1.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/hackirby/discord-injection/main/injection.js","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/jijilovedada/jijilovedada/main/tools/cc/adaptorovernight.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/joelgmsec/invoke-stealth/main/resources/betterxencrypt/betterxencrypt.ps1","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/kailash-jakhar/webpack-v5-tutorial/main/quizpokemon.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/komasinfo/idcb/main/cbs_applcation_details_072602024_xlsx.rar","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/kseniakucherksenia/.github.io/main/cayv0deo9jst417.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mendoza1123/rgya/main/transaction_error_details_file_981209_jpeg.rar","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/micro7331/helelelele/main/honey.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/moneroocean/xmrig_setup/master/setup_moneroocean_miner.sh","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/moom825/discord-rat-2.0/master/discord%20rat/resources/passwordstealer.dll","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/moom825/discord-rat-2.0/master/discord%20rat/resources/rootkit.dll","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/moom825/discord-rat-2.0/master/discord%20rat/resources/token%20grabber.dll","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/moom825/discord-rat-2.0/master/discord%20rat/resources/unrootkit.dll","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/moom825/discord-rat-2.0/master/discord%20rat/resources/webcam.dll","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mybay1/config/main/advancedrun.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mybay1/config/main/disable_all_windows_security_notifications_for_all_users.reg","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mybay1/config/main/script-ps","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mybay1/config/main/start-miner.bat","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mybay1/hellminer-win64/main/hellminer.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mybay1/hellminer-win64/main/verus-solver.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/mybay1/nircmd-nircmd/main/nircmd.exe","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
"raw.githubusercontent.com","/reporgu/fakado/main/transaction_file_9812009_end_ids_yesbr5_pdf.rar","urlhaus-filter malicious website detected","2024-09-10T00:48:44Z"
